ensembl_gene_id,hgnc_symbol,mean.CPM,min.CPM,max.CPM,express.in.libs
ENSG00000065371,ROPN1,0.09506950029753178,0,2.651445121955629,3
ENSG00000065609,SNAP91,0,0,0,0
ENSG00000066056,TIE1,0,0,0,0
ENSG00000066294,CD84,0,0,0,0
ENSG00000066336,SPI1,0.03282654884036793,0,0.5007686799236829,3
ENSG00000066735,KIF26A,0.018158938781679814,0,0.3404093081521221,2
ENSG00000066813,ACSM2B,0.014307676569248083,0,0.5007686799236829,1
ENSG00000067840,PDZD4,0.10052592250323214,0,1.25005000200008,6
ENSG00000068781,STON1-GTF2A1L,0,0,0,0
ENSG00000068831,RASGRP2,0.01965799008558193,0,0.5007686799236829,2
ENSG00000068976,PYGM,0.0631791706353884,0,1.5023060397710486,2
ENSG00000068985,PAGE1,0,0,0,0
ENSG00000069018,TRPC7,0,0,0,0
ENSG00000069206,ADAM7,0.03636515459921299,0,0.8333666680000533,2
ENSG00000069696,DRD4,0.05191184551063249,0,0.4394137429724011,6
ENSG00000069712,NA,0,0,0,0
ENSG00000070031,SCT,0,0,0,0
ENSG00000070193,FGF10,0,0,0,0
ENSG00000070388,FGF22,0.08263752538024816,0,0.9868290395168288,6
ENSG00000070601,FRMPD1,0.011978901321524371,0,0.41926154625335305,1
ENSG00000070669,ASNS,0.13628337178841726,0,2.0030747196947316,8
ENSG00000070748,CHAT,0,0,0,0
ENSG00000070808,CAMK2A,0.04263496001642571,0,1.214100563949712,2
ENSG00000070886,EPHA8,0,0,0,0
ENSG00000070915,SLC12A3,0.01866248751362945,0,0.6531870629770307,1
ENSG00000070985,TRPM5,0.029101910523781895,0,0.6018835343323397,2
ENSG00000071203,MS4A12,0.013504093951762764,0,0.4726432883116969,1
ENSG00000071677,PRLH,0,0,0,0
ENSG00000072080,SPP2,0,0,0,0
ENSG00000072182,ASIC4,0.011316439096848572,0,0.39607536838970014,1
ENSG00000072315,TRPC5,0.011978901321524371,0,0.41926154625335305,1
ENSG00000072657,TRHDE,0,0,0,0
ENSG00000072694,FCGR2B,0,0,0,0
ENSG00000073598,FNDC8,0.03418373696062679,0,0.4412568052830795,3
ENSG00000073670,ADAM11,0.04995418551439276,0,1.2757532046920501,2
ENSG00000073754,CD5L,0,0,0,0
ENSG00000073861,TBX21,0.007946372475005382,0,0.27812303662518834,1
ENSG00000074771,NOX3,0,0,0,0
ENSG00000074803,SLC12A1,0.02149648871695139,0,0.4645715419268848,2
ENSG00000075043,KCNQ2,0.0405422074797663,0,0.6591206144586016,3
ENSG00000075340,ADD2,0.04636667742302133,0,1.0015373598473658,3
ENSG00000075388,FGF4,0,0,0,0
ENSG00000075429,CACNG5,0,0,0,0
ENSG00000075891,PAX2,0,0,0,0
ENSG00000076344,RGS11,0.046842789370219746,0,0.8011530194255573,3
ENSG00000076662,ICAM3,0.037559362586925896,0,0.4726432883116969,3
ENSG00000077009,NMRK2,0.048840938690549444,0,1.3906151831259417,2
ENSG00000077080,ACTL6B,0,0,0,0
ENSG00000077420,APBB1IP,0.015242826611475436,0,0.5334989314016404,1
ENSG00000077498,TYR,0,0,0,0
ENSG00000077522,ACTN2,0.007621413305737718,0,0.2667494657008202,1
ENSG00000077943,ITGA8,0.19527786920001347,0,4.417949835652266,2
ENSG00000077984,CST7,0.03283483025673564,0,0.47656105914742275,3
ENSG00000078549,ADCYAP1R1,0,0,0,0
ENSG00000078589,P2RY10,0,0,0,0
ENSG00000079102,RUNX1T1,0.03888565712122899,0,0.7231213968969896,2
ENSG00000079112,CDH17,0.009331243756814725,0,0.32659353148851533,1
ENSG00000079557,AFM,0.027232060522709864,0,0.9531221182948455,1
ENSG00000079689,SCGN,0.0680954088776725,0,0.9897687603245254,4
ENSG00000079931,MOXD1,0.14117790333164418,0,2.515569277520118,5
ENSG00000080166,DCT,0.10285305471028439,0,1.881240427229701,5
ENSG00000080511,RDH8,0,0,0,0
ENSG00000080573,COL5A3,0.08351768861252871,0,1.1124921465007533,5
ENSG00000080618,CPB2,0.040970364377435356,0,0.4207571272049777,4
ENSG00000080644,CHRNA3,0.05974718019314608,0,1.257784638760059,2
ENSG00000080709,KCNN2,0,0,0,0
ENSG00000080910,CFHR2,0,0,0,0
ENSG00000081051,AFP,0,0,0,0
ENSG00000081237,PTPRC,0.030793351561563643,0,0.34606446834980886,4
ENSG00000081248,CACNA1S,0,0,0,0
ENSG00000081800,SLC13A1,0,0,0,0
ENSG00000082175,PGR,0,0,0,0
ENSG00000082293,COL19A1,0.05322646079411446,0,1.4462427937939792,2
ENSG00000082556,OPRK1,0,0,0,0
ENSG00000082684,SEMA5B,0.12450893719301273,0,2.996175569146957,2
ENSG00000083454,P2RX5,0.03848986643282933,0,0.8505021364613667,2
ENSG00000083782,EPYC,0,0,0,0
ENSG00000084628,NKAIN1,0,0,0,0
ENSG00000084734,GCKR,0.009426369145947865,0,0.32992292010817514,1
ENSG00000085265,FCN1,0.006277339185320012,0,0.21970687148620055,1
ENSG00000085563,ABCB1,0.03213453642746976,0,0.9531221182948455,2
ENSG00000086288,NME8,0,0,0,0
ENSG00000086967,MYBPC2,0.006010816102928255,0,0.21037856360248886,1
ENSG00000087116,ADAMTS2,0.011978901321524371,0,0.41926154625335305,1
ENSG00000087237,CETP,0,0,0,0
ENSG00000087258,GNAO1,0.023948719385376807,0,0.6018835343323397,2
ENSG00000088782,DEFB127,0,0,0,0
ENSG00000088827,SIGLEC1,0.006086066474209015,0,0.21301232659731553,1
ENSG00000089012,SIRPG,0,0,0,0
ENSG00000089116,LHX5,0,0,0,0
ENSG00000089169,RPH3A,0.014307676569248083,0,0.5007686799236829,1
ENSG00000089225,TBX5,0,0,0,0
ENSG00000089472,HEPH,0.08385230925067058,0,2.9348308237734715,1
ENSG00000090402,SI,0,0,0,0
ENSG00000090534,THPO,0.013273472626482418,0,0.4645715419268848,1
ENSG00000090539,CHRD,0.02897724256199548,0,0.6018835343323397,2
ENSG00000090554,FLT3LG,0.02241282148154496,0,0.4966431886876601,2
ENSG00000090659,CD209,0.008958287748712861,0,0.31354007120495014,1
ENSG00000091010,POU4F3,0,0,0,0
ENSG00000091664,SLC17A6,0,0,0,0
ENSG00000091704,CPA1,0.02732722894656766,0,0.9564530131298682,1
ENSG00000092009,CMA1,0.006010816102928255,0,0.21037856360248886,1
ENSG00000092051,JPH4,0.09300789113878653,0,2.2861547204196073,3
ENSG00000092054,MYH7,0,0,0,0
ENSG00000092067,CEBPE,0,0,0,0
ENSG00000092345,DAZL,0,0,0,0
ENSG00000092529,CAPN3,0.1288992944580701,0,2.503107329626695,6
ENSG00000092607,TBX15,0,0,0,0
ENSG00000094661,OR1I1,0,0,0,0
ENSG00000095110,NXPE1,0.04151401983394739,0,0.4645715419268848,4
ENSG00000095917,TPSD1,0.03526648122879001,0,0.9932863773753202,2
ENSG00000095932,SMIM24,0.014233719661574622,0,0.32659353148851533,2
ENSG00000095981,KCNK16,0,0,0,0
ENSG00000096264,NCR2,0,0,0,0
ENSG00000096395,MLN,0.026874863246138584,0,0.9406202136148505,1
ENSG00000099365,STX1B,0.018032448308784754,0,0.6311356908074666,1
ENSG00000099399,MAGEB2,0,0,0,0
ENSG00000099617,EFNA2,0,0,0,0
ENSG00000099715,PCDH11Y,0.009725980232917777,0,0.3404093081521221,2
ENSG00000099721,AMELY,0.009331243756814725,0,0.32659353148851533,1
ENSG00000099822,HCN2,0.026464878641120203,0,0.47656105914742275,3
ENSG00000099985,OSM,0,0,0,0
ENSG00000100024,UPB1,0.07442957037026726,0,1.9129060262597364,2
ENSG00000100060,MFNG,0.04367529752346348,0,1.1882261051691003,2
ENSG00000100095,SEZ6L,0.13773740893275996,0,4.820809312646598,1
ENSG00000100122,CRYBB1,0.013335434453521935,0,0.29515354920667153,2
ENSG00000100142,POLR2F,0.06622719248086978,0,0.9868290395168288,5
ENSG00000100146,SOX10,0,0,0,0
ENSG00000100191,SLC5A4,0.019451960465835555,0,0.6808186163042442,1
ENSG00000100253,MIOX,0,0,0,0
ENSG00000100276,RASL10A,0.027581565645856176,0,0.41231995533750243,3
ENSG00000100288,CHKB,0.0578431432514537,0,0.41231995533750243,7
ENSG00000100312,ACR,0,0,0,0
ENSG00000100314,CABP7,0.03552128698210974,0,0.37452194614336964,5
ENSG00000100341,PNPLA5,0,0,0,0
ENSG00000100346,CACNA1I,0.06992530125645553,0,1.3842578733992355,2
ENSG00000100362,PVALB,0,0,0,0
ENSG00000100368,CSF2RB,0,0,0,0
ENSG00000100429,HDAC10,0.1663055706540359,0,2.0030747196947316,13
ENSG00000100433,KCNK10,0,0,0,0
ENSG00000100448,CTSG,0.028379610782152006,0,0.9932863773753202,1
ENSG00000100450,GZMH,0,0,0,0
ENSG00000100453,GZMB,0.047061963336392613,0,0.9932863773753202,3
ENSG00000100557,CCDC198,0,0,0,0
ENSG00000100665,SERPINA4,0.006886870446638,0,0.2410404656323299,1
ENSG00000100721,TCL1A,0,0,0,0
ENSG00000100884,CPNE6,0.03399499575847306,0,0.6390369797919466,3
ENSG00000100987,VSX1,0.04712228061000029,0,1.6492798213500097,1
ENSG00000101074,R3HDML,0,0,0,0
ENSG00000101098,RIMS4,0,0,0,0
ENSG00000101134,DOK5,0,0,0,0
ENSG00000101162,TUBB1,0.043122403998555964,0,0.6531870629770307,3
ENSG00000101180,HRH3,0.012554678370640024,0,0.4394137429724011,1
ENSG00000101188,NTSR1,0,0,0,0
ENSG00000101197,BIRC7,0,0,0,0
ENSG00000101200,AVP,0,0,0,0
ENSG00000101203,COL20A1,0,0,0,0
ENSG00000101204,CHRNA4,0.05251092879850742,0,1.2622713816149331,2
ENSG00000101210,EEF1A2,0.028574539314284848,0,0.41668333400002666,3
ENSG00000101251,SEL1L2,0,0,0,0
ENSG00000101280,ANGPT4,0.03970632005900639,0,1.0631276705767085,2
ENSG00000101282,RSPO4,0,0,0,0
ENSG00000101292,PROKR2,0,0,0,0
ENSG00000101306,MYLK2,0,0,0,0
ENSG00000101307,SIRPB1,0.09431876998157053,0,1.4899295660629803,4
ENSG00000101323,HAO1,0,0,0,0
ENSG00000101327,PDYN,0,0,0,0
ENSG00000101331,CCM2L,0.009804951809519787,0,0.3431733133331926,1
ENSG00000101349,PAK5,0.046106677684717115,0,1.3726932533327705,2
ENSG00000101405,OXT,0.03754869526513411,0,1.0263987711132794,2
ENSG00000101435,CST9L,0,0,0,0
ENSG00000101440,ASIP,0.06552889485469844,0,1.5023060397710486,3
ENSG00000101441,CST4,0.012607337293802279,0,0.4412568052830795,1
ENSG00000101446,SPINT3,0,0,0,0
ENSG00000101463,SYNDIG1,0,0,0,0
ENSG00000101542,CDH20,0.07717511301070108,0,0.7921507367794003,6
ENSG00000101638,ST8SIA5,0.17198830499323692,0,4.006149439389463,4
ENSG00000101746,NOL4,0.02134850808569782,0,0.5756111263328275,2
ENSG00000101812,H2BW2,0.015710283519559106,0,0.5498599231845688,1
ENSG00000101892,ATP1B4,0.0513743830076233,0,1.151222252665655,3
ENSG00000101916,TLR8,0,0,0,0
ENSG00000101938,CHRDL1,0,0,0,0
ENSG00000101951,PAGE4,0,0,0,0
ENSG00000101981,F9,0,0,0,0
ENSG00000102021,LUZP4,0,0,0,0
ENSG00000102032,RENBP,0.024230685730032026,0,0.4934145197584144,2
ENSG00000102076,OPN1LW,0,0,0,0
ENSG00000102104,RS1,0.012932191501310874,0,0.2467072598792072,2
ENSG00000102128,RAB40AL,0.03663798081048916,0,0.8002483971024607,2
ENSG00000102145,GATA1,0.06534837521179278,0,1.4414360986667127,4
ENSG00000102195,GPR50,0,0,0,0
ENSG00000102239,BRS3,0.035715714342859424,0,1.25005000200008,1
ENSG00000102245,CD40LG,0,0,0,0
ENSG00000102271,KLHL4,0.05167849248875056,0,1.4899295660629803,2
ENSG00000102290,PCDH11X,0.03126442649968085,0,0.8579332833329816,2
ENSG00000102383,ZDHHC15,0.06726878551442417,0,1.214100563949712,4
ENSG00000102385,DRP2,0.04498754094358322,0,0.8634166894992413,3
ENSG00000102445,RUBCNL,0.060886115332259017,0,1.3063741259540613,2
ENSG00000102468,HTR2A,0,0,0,0
ENSG00000102539,MLNR,0,0,0,0
ENSG00000102678,FGF9,0.04759348499186517,0,0.9564530131298682,2
ENSG00000102683,SGCG,0.03491430855079983,0,0.8788274859448022,2
ENSG00000102794,ACOD1,0,0,0,0
ENSG00000102891,MT4,0,0,0,0
ENSG00000102924,CBLN1,0,0,0,0
ENSG00000103241,FOXF1,0.006277339185320012,0,0.21970687148620055,1
ENSG00000103310,ZP2,0,0,0,0
ENSG00000103313,MEFV,0.07999699977208813,0,1.5023060397710486,4
ENSG00000103355,PRSS33,0.013273472626482418,0,0.4645715419268848,1
ENSG00000103375,AQP8,0.0202662560452975,0,0.709318961585413,1
ENSG00000103426,CORO7-PAM16,0,0,0,0
ENSG00000103449,SALL1,0,0,0,0
ENSG00000103546,SLC6A2,0.033760234879406915,0,1.1816082207792422,1
ENSG00000103569,AQP9,0.049599286021573964,0,0.6921289366996177,4
ENSG00000103742,IGDCC4,0.006752046975881382,0,0.23632164415584844,1
ENSG00000104059,ENTREP2,0.07536196335394206,0,1.7268333789984827,3
ENSG00000104321,TRPA1,0,0,0,0
ENSG00000104435,STMN2,0.015710283519559106,0,0.5498599231845688,1
ENSG00000104499,GML,0,0,0,0
ENSG00000104722,NEFM,0.006075015260438336,0,0.21262553411534169,1
ENSG00000104755,ADAM2,0.006886870446638,0,0.2410404656323299,1
ENSG00000104760,FGL1,0,0,0,0
ENSG00000104804,TULP2,0.02732722894656766,0,0.9564530131298682,1
ENSG00000104818,CGB2,0.018182577299606494,0,0.41668333400002666,2
ENSG00000104826,LHB,0.038858444230618364,0,0.4412568052830795,4
ENSG00000104827,CGB3,0,0,0,0
ENSG00000104833,TUBB4A,0.09050035837913824,0,1.2037670686646793,8
ENSG00000104848,KCNA7,0.005350313516333852,0,0.18726097307168482,1
ENSG00000104894,CD37,0.0312062058748552,0,0.7490438922867393,2
ENSG00000104918,RETN,0,0,0,0
ENSG00000104921,FCER2,0,0,0,0
ENSG00000104938,CLEC4M,0,0,0,0
ENSG00000104941,RSPH6A,0,0,0,0
ENSG00000104967,NOVA2,0.020145302516235333,0,0.5334989314016404,2
ENSG00000104970,NA,0.014382075732315265,0,0.26705100647518576,2
ENSG00000104972,LILRB1,0.012607337293802279,0,0.4412568052830795,1
ENSG00000104974,LILRA1,0,0,0,0
ENSG00000105141,CASP14,0,0,0,0
ENSG00000105143,SLC1A6,0.028615353138496166,0,1.0015373598473658,1
ENSG00000105198,LGALS13,0,0,0,0
ENSG00000105205,CLC,0,0,0,0
ENSG00000105251,SHD,0,0,0,0
ENSG00000105255,FSD1,0,0,0,0
ENSG00000105261,OVOL3,0.031656062241351826,0,0.6018835343323397,3
ENSG00000105352,CEACAM4,0,0,0,0
ENSG00000105366,SIGLEC8,0,0,0,0
ENSG00000105369,CD79A,0.021459474690161063,0,0.5147599699997889,2
ENSG00000105370,LIM2,0,0,0,0
ENSG00000105371,ICAM4,0,0,0,0
ENSG00000105374,NKG7,0,0,0,0
ENSG00000105383,CD33,0,0,0,0
ENSG00000105392,CRX,0.042231383399851094,0,1.0015373598473658,2
ENSG00000105398,SULT2A1,0,0,0,0
ENSG00000105409,ATP1A3,0.07450900542086757,0,1.3937146257806543,2
ENSG00000105428,ZNRF4,0,0,0,0
ENSG00000105492,SIGLEC6,0,0,0,0
ENSG00000105501,NA,0,0,0,0
ENSG00000105507,CABP5,0,0,0,0
ENSG00000105550,FGF21,0,0,0,0
ENSG00000105605,CACNG7,0,0,0,0
ENSG00000105609,LILRB5,0,0,0,0
ENSG00000105647,PIK3R2,0.04965154887442894,0,0.5007686799236829,5
ENSG00000105668,UPK1A,0.08138684032380997,0,2.676952754666752,2
ENSG00000105675,ATP4A,0,0,0,0
ENSG00000105679,GAPDHS,0,0,0,0
ENSG00000105697,HAMP,0.07148277989112432,0,1.1806141968266861,3
ENSG00000105707,HPN,0.03408278904638001,0,0.6921289366996177,2
ENSG00000105737,GRIK5,0.04951377580541661,0,1.0015373598473658,4
ENSG00000105808,RASA4,0.03578292503695809,0,0.34606446834980886,4
ENSG00000105851,PIK3CG,0,0,0,0
ENSG00000105954,NPVF,0,0,0,0
ENSG00000105967,TFEC,0,0,0,0
ENSG00000105989,WNT2,0.07826157565036175,0,1.7576549718896044,3
ENSG00000106006,HOXA6,0.007048778853691635,0,0.2467072598792072,1
ENSG00000106031,HOXA13,0,0,0,0
ENSG00000106038,EVX1,0,0,0,0
ENSG00000106128,GHRHR,0.06303668646901138,0,2.2062840264153976,1
ENSG00000106178,CCL24,0.05406043811373225,0,1.0639784423781196,3
ENSG00000106304,SPAM1,0,0,0,0
ENSG00000106328,FSCN3,0.03138669592660009,0,1.0985343574310027,1
ENSG00000106331,PAX4,0,0,0,0
ENSG00000106341,PPP1R17,0,0,0,0
ENSG00000106384,MOGAT3,0,0,0,0
ENSG00000106410,NOBOX,0,0,0,0
ENSG00000106436,MYL10,0,0,0,0
ENSG00000106483,SFRP4,0.0330668789585713,0,0.8385230925067061,2
ENSG00000106511,MEOX2,0.02732722894656766,0,0.9564530131298682,1
ENSG00000106536,POU6F2,0.07133695794322303,0,1.068204025900743,4
ENSG00000106631,MYL7,0.0461964442275516,0,0.6808186163042442,3
ENSG00000106648,GALNTL5,0.011978901321524371,0,0.41926154625335305,1
ENSG00000106809,OGN,0.08539094138111104,0,1.9736580790336575,3
ENSG00000106927,AMBP,0.05723070627699233,0,2.0030747196947316,1
ENSG00000106952,TNFSF8,0.01866248751362945,0,0.6531870629770307,1
ENSG00000107147,KCNT1,0.025109356741280047,0,0.8788274859448022,1
ENSG00000107165,TYRP1,0.09684016360551953,0,1.4462427937939792,4
ENSG00000107187,LHX3,0,0,0,0
ENSG00000107317,PTGDS,0,0,0,0
ENSG00000107447,DNTT,0,0,0,0
ENSG00000107562,CXCL12,0.014307676569248083,0,0.5007686799236829,1
ENSG00000107719,PALD1,0.10954919653576232,0,3.8342218787516797,1
ENSG00000107859,PITX3,0.027547481786552,0,0.9641618625293196,1
ENSG00000108018,SORCS1,0.09249115223084833,0,2.50010000400016,3
ENSG00000108231,LGI1,0.03917584313686155,0,0.5341020129503715,3
ENSG00000108255,CRYBA1,0,0,0,0
ENSG00000108405,P2RX1,0.023561140305000144,0,0.8246399106750049,1
ENSG00000108417,KRT37,0.02630574872501797,0,0.6018835343323397,2
ENSG00000108684,ASIC2,0.013273472626482418,0,0.4645715419268848,1
ENSG00000108688,CCL7,0.006086066474209015,0,0.21301232659731553,1
ENSG00000108700,CCL8,0,0,0,0
ENSG00000108702,CCL1,0.013616030261354932,0,0.47656105914742275,1
ENSG00000108798,ABI3,0,0,0,0
ENSG00000108823,SGCA,0.06564375878679665,0,0.979780594465546,4
ENSG00000108825,PTGES3L-AARSD1,0,0,0,0
ENSG00000108849,PPY,0.011905238114286475,0,0.41668333400002666,1
ENSG00000109047,RCVRN,0.018218152631045113,0,0.6376353420865788,1
ENSG00000109061,MYH1,0,0,0,0
ENSG00000109072,VTN,0.033960213256473505,0,0.4412568052830795,3
ENSG00000109132,PHOX2B,0,0,0,0
ENSG00000109158,GABRA4,0,0,0,0
ENSG00000109181,UGT2B10,0.03409207506882778,0,0.6591206144586016,2
ENSG00000109208,SMR3A,0.02343509303314135,0,0.41231995533750243,3
ENSG00000109424,UCP1,0.02451237952379947,0,0.8579332833329816,1
ENSG00000109471,IL2,0.04350098378697731,0,0.47656105914742275,4
ENSG00000109625,CPZ,0,0,0,0
ENSG00000109705,NKX3-2,0.061345604950582895,0,1.068204025900743,3
ENSG00000109758,HGFAC,0.06034939482300176,0,1.5023060397710486,3
ENSG00000109851,DBX1,0,0,0,0
ENSG00000109943,CRTAM,0.08978157975672571,0,2.1970687148620054,2
ENSG00000109956,B3GAT1,0.03316041486114381,0,0.6598458402163503,2
ENSG00000110076,NRXN2,0,0,0,0
ENSG00000110077,MS4A6A,0,0,0,0
ENSG00000110079,MS4A4A,0.017196672409495427,0,0.6018835343323397,1
ENSG00000110148,CCKBR,0.07517801963704324,0,1.7732974039635325,2
ENSG00000110243,APOA5,0.027547481786552,0,0.9641618625293196,1
ENSG00000110244,APOA4,0,0,0,0
ENSG00000110245,APOC3,0,0,0,0
ENSG00000110324,IL10RA,0.013616030261354932,0,0.47656105914742275,1
ENSG00000110484,SCGB2A2,0,0,0,0
ENSG00000110665,C11orf21,0,0,0,0
ENSG00000110786,PTPN5,0.011316439096848572,0,0.39607536838970014,1
ENSG00000110887,DAO,0,0,0,0
ENSG00000111046,MYF6,0,0,0,0
ENSG00000111049,MYF5,0,0,0,0
ENSG00000111052,LIN7A,0.033369915227909136,0,0.6531870629770307,2
ENSG00000111241,FGF6,0,0,0,0
ENSG00000111249,CUX2,0.030197053952569476,0,0.6376353420865788,2
ENSG00000111262,KCNA1,0,0,0,0
ENSG00000111305,GSG1,0.04954405941671175,0,1.0295972133333662,3
ENSG00000111452,ADGRD1,0.06266950126105353,0,1.0518928180124443,3
ENSG00000111536,IL26,0.013273472626482418,0,0.4645715419268848,1
ENSG00000111537,IFNG,0.007946372475005382,0,0.27812303662518834,1
ENSG00000111664,GNB3,0.03706988212560405,0,0.4394137429724011,4
ENSG00000111701,APOBEC1,0,0,0,0
ENSG00000111704,NANOG,0.006277339185320012,0,0.21970687148620055,1
ENSG00000111729,CLEC4A,0,0,0,0
ENSG00000111732,AICDA,0,0,0,0
ENSG00000111783,RFX4,0.21044059999212186,0,7.0107615189315595,2
ENSG00000111796,KLRB1,0.04846428763608057,0,1.2316785253359352,2
ENSG00000111886,GABRR2,0.06453256100436397,0,1.6830285088199108,2
ENSG00000112038,OPRM1,0,0,0,0
ENSG00000112077,RHAG,0,0,0,0
ENSG00000112115,IL17A,0,0,0,0
ENSG00000112116,IL17F,0,0,0,0
ENSG00000112164,GLP1R,0,0,0,0
ENSG00000112175,BMP5,0,0,0,0
ENSG00000112195,TREML2,0.015710283519559106,0,0.5498599231845688,1
ENSG00000112212,TSPO2,0.03290695592905453,0,0.6018835343323397,2
ENSG00000112214,FHL5,0,0,0,0
ENSG00000112232,KHDRBS2,0.1258018581169332,0,1.9736580790336575,5
